Ethylene,Temperature,Humidity,VOC,Label
2.1592706617890993,18.81976692452034,60.99951522879728,28.980539822411473,0
-3.5268082667734464,19.25650476430055,74.46886899196443,48.914168748517376,0
-12.122462040705914,21.556314627534825,56.62191440962878,51.80771756543144,0
3.8584878418990103,16.91654786753349,,51.95398627445841,0
4.803470313702544,15.396405882441574,63.85232440891966,39.1243337987078,0
-3.029520400272219,10.497753613536588,61.985245000704936,-2.5783036940309474,0
11.84260161007446,23.458888989526553,71.84552645880811,18.290647916089434,0
-6.369232672289952,17.764136536737166,76.93006407234198,35.16040554359099,0
1.1960890709581566,13.113183675163922,73.80904858830912,4.943217088288287,0
,22.02489042164009,72.9943100160882,28.174323060279548,0
8.476448606066686,14.576295263602425,62.688664327901535,,0
7.92279927727904,19.03235296713083,72.52469427404651,10.843967531598803,0
1.3859772334691205,,66.79796134226788,1.1926848278765645,0
2.8238495724742627,19.61219521322735,67.97733938745182,48.17000623587904,0
-4.274996285772465,25.073079954476878,73.54729180998035,16.054107639093743,0
-9.725565971388248,14.406947092858488,65.03767826090441,18.182803963621488,0
,25.75866081482329,71.88775047027893,55.82543146360889,0
1.6311027065130443,15.255658475849861,71.5363492586103,25.227960692561886,0
6.9517944794934685,19.511628606582217,69.13467045397455,9.68879855812062,0
6.894910177344194,,59.51623986634605,6.75875479489493,0
-0.9558775790302738,23.277453594456905,71.05202721826252,29.079794788678775,0
,21.561385122682637,73.07183147573153,36.554978757802935,0
,19.011578413415577,,22.40244204459251,0
-6.297613427237065,,,38.20246164966998,0
-3.660098706956181,12.92026651781719,,67.92624052720241,1
-6.524220816735733,21.849869762872544,62.52789009978355,,1
-0.32012097101362447,22.24230117642154,63.156354221550416,105.9620220599388,1
-6.0814695200869435,,61.89279303964914,180.50042158417338,1
0.9356385449081493,,64.86699729744889,199.45882039123694,1
-3.7287326920759885,17.14448491575562,65.40962754382774,137.7382445837012,1
3.705198640034254,12.661069340603833,59.263750534099934,98.55642905801038,1
-8.53730929994764,17.090328482995325,58.058305336196085,143.09732251158167,1
0.9507172604982204,,60.108584280991344,181.52090404904652,1
2.1641635628625253,16.806076126210396,69.46792121778502,105.43051694556026,1
0.14090918188316287,21.116532893351312,61.89342918128673,136.6450574120211,1
-1.7526346542598883,,60.742769871724704,92.52937922828333,1
,,,109.4739301641189,1
4.648937726883539,20.409503780875262,61.13548387544927,112.03443927065864,1
-5.3319433767246505,18.332844565846663,68.35975243766958,91.33461887488498,1
4.972207556435481,22.74473540860688,61.217336825792756,126.1745855197044,1
-0.600984746943728,,61.27002068479206,95.631855541925,1
-4.727110059571943,24.109654759096404,65.00146151554391,101.91698714403033,1
1.2182309717287376,24.26913480317496,67.63813674425366,121.5128928403227,1
,24.208853155433268,73.3678127377083,166.59074318604826,1
5.893373990164782,21.256305999427575,66.05017779967639,98.48054764483275,1
-0.24101396222817567,17.20334980566229,69.26256045875805,187.45648168539608,1
9.151625424485927,22.24518170967434,65.09966527809739,188.01138795998102,1
,18.41014614215926,60.611364522627504,60.72604993062523,1
2.709437348710725,17.19516807049991,62.11813265534537,,0
0.7916554280911643,22.61136580162877,70.90919750857081,45.97349999220571,0
5.687322660675322,19.83589145098835,51.414782434297564,39.96394463782181,0
-0.9747752805482702,16.20128866264949,58.298994219894425,37.9174839035486,0
-1.1065280117806207,21.712423325919413,54.76905126998802,17.52573688901783,0
-2.1354841177490624,30.03481011231439,73.63210203390884,18.193568285569103,0
